MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis
Fix,GT,37.4421985,-122.2360726,14.406561305969952,16.402857,0.1,208.02678,1626727836441
Fix,GT,37.4420706,-122.2361595,15.246791590452194,15.973949,0.1,208.57866,1626727837441
Fix,GT,37.4419444,-122.2362469,16.018615785598755,16.006084,0.1,208.882,1626727838441
Fix,GT,37.4418187,-122.2363351,16.760846988737583,15.973317,0.1,209.21384,1626727839441
Fix,GT,37.4416921,-122.2364252,17.432137147784232,16.428473,0.1,209.09143,1626727840441
Fix,GT,37.4415601,-122.2365184,18.12784597155452,17.33914,0.1,209.44504,1626727841441
Fix,GT,37.4414247,-122.2366225,18.959439445436,17.874783,0.1,213.28038,1626727842441
Fix,GT,37.4412916,-122.2367446,19.8853851416111,18.709898,0.1,217.9396,1626727843441
Fix,GT,37.4411592,-122.2368833,20.84014887309074,19.59013,0.1,221.38858,1626727844441
Fix,GT,37.4410287,-122.2370393,21.95186824914813,20.406462,0.1,225.09787,1626727845441
Fix,GT,37.4409026,-122.2372123,23.131979366272688,20.87052,0.1,229.59369,1626727846441
Fix,GT,37.4407881,-122.2373996,24.342159382522105,20.921448,0.1,234.453,1626727847441
Fix,GT,37.4406814,-122.2375958,25.602044783592223,21.077477,0.1,236.2236,1626727848441
Fix,GT,37.4405771,-122.237795,26.82509487175941,21.045635,0.1,236.64691,1626727849441
Fix,GT,37.4404705,-122.2379907,28.12340288183093,20.91011,0.1,234.3707,1626727850441
Fix,GT,37.4403566,-122.2381786,29.404039235293865,20.882534,0.1,231.74733,1626727851441
Fix,GT,37.4402386,-122.2383625,30.52109412783384,20.934475,0.1,230.64124,1626727852441
Fix,GT,37.4401168,-122.238544,31.570148066461087,21.069794,0.1,229.22787,1626727853441
Fix,GT,37.4399898,-122.2387233,32.64397883117199,21.379623,0.1,227.545,1626727854441
Fix,GT,37.4398566,-122.2388976,33.74579641628265,21.344244,0.1,225.10791,1626727855441
Fix,GT,37.4397194,-122.2390657,34.66079743552208,21.228321,0.1,223.3511,1626727856441
Fix,GT,37.4395791,-122.2392268,35.72362726044655,20.868483,0.1,221.31163,1626727857441
Fix,GT,37.439437,-122.2393746,36.91045147275925,20.178852,0.1,218.50735,1626727858441
Fix,GT,37.4392955,-122.239515,38.030038262963295,19.87566,0.1,217.86061,1626727859441
Fix,GT,37.4391531,-122.2396484,39.03615027594567,19.605003,0.1,215.88203,1626727860441
Fix,GT,37.4390087,-122.2397745,39.91421080556512,19.45635,0.1,214.01059,1626727861441
Fix,GT,37.4388625,-122.2398939,40.801029399722815,19.285242,0.1,212.22652,1626727862441
Fix,GT,37.4387145,-122.2400076,41.51543342006207,19.33702,0.1,210.74554,1626727863441
Fix,GT,37.4385621,-122.240117,42.02931495416165,19.624481,0.1,208.89772,1626727864441
Fix,GT,37.4384045,-122.2402206,42.4904838719368,19.866772,0.1,206.57729,1626727865441
Fix,GT,37.438242,-122.2403175,42.83806485643983,20.09198,0.1,204.5221,1626727866441
Fix,GT,37.438075,-122.240409,43.067828563243154,20.36809,0.1,202.87442,1626727867441
Fix,GT,37.4379041,-122.2404956,43.22829806712269,20.513165,0.1,201.3887,1626727868441
Fix,GT,37.4377318,-122.2405779,43.39429807397723,20.46415,0.1,200.12898,1626727869441
Fix,GT,37.4375585,-122.2406585,43.43270321750641,20.551134,0.1,200.44301,1626727870441
Fix,GT,37.4373855,-122.2407424,43.69913231158256,20.618216,0.1,201.68077,1626727871441
Fix,GT,37.4372138,-122.2408322,44.05589733862877,20.64479,0.1,203.0517,1626727872441
Fix,GT,37.4370457,-122.2409271,44.51695652675629,20.224442,0.1,205.20818,1626727873441
Fix,GT,37.4368853,-122.2410305,45.07026467561722,19.808002,0.1,208.69026,1626727874441
Fix,GT,37.4367348,-122.2411469,45.75143482303619,19.370243,0.1,214.36665,1626727875441
Fix,GT,37.4365996,-122.2412795,46.54314234313369,18.69669,0.1,221.00954,1626727876441
Fix,GT,37.4364812,-122.2414249,47.19290316352248,18.065845,0.1,226.19241,1626727877441
Fix,GT,37.4363744,-122.2415742,47.75707615333796,17.418879,0.1,229.14984,1626727878441
Fix,GT,37.4362761,-122.2417221,48.44526052507758,16.611048,0.1,230.8574,1626727879441
Fix,GT,37.4361883,-122.2418667,49.14678796306252,15.5393715,0.1,233.38939,1626727880441
Fix,GT,37.4361105,-122.2420039,49.75484279412031,14.037045,0.1,235.69165,1626727881441
Fix,GT,37.4360496,-122.2421289,50.35172032123805,11.734737,0.1,240.31232,1626727882441
Fix,GT,37.4360093,-122.2422334,50.72683562636375,8.825415,0.1,246.512,1626727883441
Fix,GT,37.4359883,-122.2423129,51.01247832232714,6.0732346,0.1,253.38339,1626727884441
Fix,GT,37.4359793,-122.242366,51.19535731571913,3.572109,0.1,258.56335,1626727885441
Fix,GT,37.4359762,-122.242395,51.27941057312489,1.9440159,0.1,261.2829,1626727886441
Fix,GT,37.4359743,-122.2424179,51.327648406267166,2.3234968,0.1,263.26938,1626727887441
Fix,GT,37.4359727,-122.2424571,51.408943688631055,4.783839,0.1,266.57867,1626727888441
Fix,GT,37.4359738,-122.2425243,51.57506624233723,6.936575,0.1,272.04355,1626727889441
Fix,GT,37.4359828,-122.242609,51.89090346947312,8.045444,0.1,279.2746,1626727890441
Fix,GT,37.4360018,-122.2427021,52.3060704317987,9.041561,0.1,285.82056,1626727891441
Fix,GT,37.4360293,-122.2428051,52.68354304522276,10.103663,0.1,289.06195,1626727892441
Fix,GT,37.4360631,-122.2429171,53.210376159667966,11.040591,0.1,291.4474,1626727893441
Fix,GT,37.4361029,-122.2430353,53.78472457230091,11.626148,0.1,293.46964,1626727894441
Fix,GT,37.4361473,-122.2431568,54.421257702380416,11.961295,0.1,295.1241,1626727895441
Fix,GT,37.4361938,-122.2432767,55.1240230281353,11.551857,0.1,296.02313,1626727896441
Fix,GT,37.4362387,-122.2433901,55.76837628930807,10.948472,0.1,296.27048,1626727897441
Fix,GT,37.4362826,-122.2435005,56.393550433874125,10.944587,0.1,296.5453,1626727898441
Fix,GT,37.436328,-122.243612,56.99931413310766,11.2895565,0.1,297.20868,1626727899441
Fix,GT,37.4363774,-122.2437279,57.692849009692665,11.950199,0.1,298.48694,1626727900441
Fix,GT,37.4364312,-122.2438465,58.409023097038265,12.16434,0.1,300.03967,1626727901441
Fix,GT,37.4364892,-122.2439647,59.14849749612809,12.409871,0.1,302.47476,1626727902441
Fix,GT,37.4365531,-122.2440817,59.86125943130254,12.7012005,0.1,305.41824,1626727903441
Fix,GT,37.4366227,-122.2441979,60.6182047021389,13.000477,0.1,307.48123,1626727904441
Fix,GT,37.4366973,-122.2443134,61.41414601886272,13.282397,0.1,309.7447,1626727905441
Fix,GT,37.4367769,-122.2444274,62.25102708551288,13.543015,0.1,311.75177,1626727906441
Fix,GT,37.43686,-122.2445417,63.09667737364769,13.821078,0.1,312.46744,1626727907441
Fix,GT,37.436945,-122.2446574,63.9492028542161,14.007921,0.1,312.6258,1626727908441
Fix,GT,37.4370313,-122.2447753,64.72755635809898,14.342184,0.1,312.24863,1626727909441
Fix,GT,37.4371194,-122.244897,65.47231230393052,14.767736,0.1,312.15198,1626727910441
Fix,GT,37.4372105,-122.2450223,66.15849585556984,15.238491,0.1,312.4212,1626727911441
Fix,GT,37.4373053,-122.2451512,66.83519902205467,15.830092,0.1,312.78415,1626727912441
Fix,GT,37.4374044,-122.245285,67.51743535768986,16.479755,0.1,312.71298,1626727913441
Fix,GT,37.4375076,-122.2454241,68.20202123349905,17.135569,0.1,313.20874,1626727914441
Fix,GT,37.4376157,-122.2455665,68.91384544268251,17.533085,0.1,313.67026,1626727915441
Fix,GT,37.4377256,-122.2457089,69.63343540704251,17.551682,0.1,314.22723,1626727916441
Fix,GT,37.4378362,-122.2458502,70.38949596142768,17.494308,0.1,314.18732,1626727917441
Fix,GT,37.4379447,-122.2459935,71.17214441502094,17.55906,0.1,312.70526,1626727918441
Fix,GT,37.4380524,-122.246142,71.89332021737098,17.969347,0.1,312.04565,1626727919441
Fix,GT,37.4381641,-122.2462953,72.68120283144714,18.784525,0.1,312.71722,1626727920441
Fix,GT,37.4382817,-122.2464508,73.46620282784104,19.186813,0.1,313.90854,1626727921441
Fix,GT,37.4384049,-122.2466078,74.30585569015145,19.600323,0.1,314.8707,1626727922441
Fix,GT,37.4385303,-122.2467624,75.1095566264987,19.423054,0.1,315.6716,1626727923441
Fix,GT,37.4386559,-122.246915,75.84473243564366,19.38279,0.1,315.89407,1626727924441
Fix,GT,37.4387804,-122.2470664,76.62373474350572,19.065388,0.1,315.68286,1626727925441
Fix,GT,37.4389026,-122.2472171,77.3839105732441,19.04398,0.1,315.1313,1626727926441
Fix,GT,37.4390243,-122.2473696,78.14932040309907,19.196928,0.1,314.83154,1626727927441
Fix,GT,37.4391475,-122.2475249,78.9233809800744,19.591034,0.1,314.6703,1626727928441
Fix,GT,37.4392731,-122.2476843,79.71661497050525,20.075638,0.1,314.5757,1626727929441
Fix,GT,37.439401,-122.2478468,80.52479554596543,20.36007,0.1,314.4764,1626727930441
Fix,GT,37.4395306,-122.2480117,81.3422052859068,20.564388,0.1,314.50766,1626727931441
Fix,GT,37.439661,-122.2481772,82.16179320335388,20.590168,0.1,314.60114,1626727932441
Fix,GT,37.4397915,-122.2483429,82.9770270960629,20.685362,0.1,314.49762,1626727933441
Fix,GT,37.4399223,-122.2485108,83.80120537495613,20.834526,0.1,314.05264,1626727934441
Fix,GT,37.4400532,-122.2486802,84.66485133314131,20.908186,0.1,313.94788,1626727935441
Fix,GT,37.4401841,-122.2488505,85.52320542937518,21.001709,0.1,313.78018,1626727936441
Fix,GT,37.4403154,-122.2490227,86.39909282791614,21.159027,0.1,313.53195,1626727937441
Fix,GT,37.440447,-122.2491959,87.2386201994419,21.164185,0.1,313.5541,1626727938441
Fix,GT,37.4405787,-122.2493687,88.10344448453188,21.123585,0.1,313.71994,1626727939441
Fix,GT,37.4407105,-122.2495409,88.93726346597074,21.125504,0.1,313.7932,1626727940441
Fix,GT,37.4408427,-122.2497131,89.76196922206879,21.246252,0.1,313.87427,1626727941441
Fix,GT,37.4409767,-122.2498866,90.61044194447994,21.462555,0.1,314.0578,1626727942441
Fix,GT,37.4411118,-122.2500617,91.46262046551703,21.694298,0.1,313.92978,1626727943441
Fix,GT,37.4412485,-122.250239,92.31650533515216,21.94291,0.1,313.95645,1626727944441
Fix,GT,37.4413866,-122.2504182,93.21797532051802,22.173264,0.1,313.88403,1626727945441
Fix,GT,37.4415258,-122.2505996,94.21145086097718,22.366539,0.1,313.79,1626727946441
Fix,GT,37.4416659,-122.2507828,95.23127516296506,22.548777,0.1,313.7374,1626727947441
Fix,GT,37.441807,-122.2509676,96.26068734893202,22.735807,0.1,313.76218,1626727948441
Fix,GT,37.4419492,-122.2511535,97.32150875234603,22.8172,0.1,313.74545,1626727949441
Fix,GT,37.4420905,-122.2513401,98.33103608036042,22.724537,0.1,313.22153,1626727950441
Fix,GT,37.4422287,-122.2515289,99.31038763582706,22.65049,0.1,311.8825,1626727951441
Fix,GT,37.4423627,-122.2517215,100.20567859375475,22.614868,0.1,310.3123,1626727952441
Fix,GT,37.4424923,-122.2519184,101.12008772978186,22.575916,0.1,308.99377,1626727953441
Fix,GT,37.442618,-122.2521184,102.01309077179432,22.495861,0.1,307.4069,1626727954441
Fix,GT,37.4427387,-122.2523222,102.8982090267837,22.446854,0.1,305.8496,1626727955441
Fix,GT,37.4428546,-122.2525296,103.78126967409251,22.391209,0.1,304.3127,1626727956441
Fix,GT,37.442966,-122.2527402,104.65291820296645,22.348904,0.1,302.8771,1626727957441
Fix,GT,37.443073,-122.2529538,105.52285450607538,22.299868,0.1,301.4748,1626727958441
Fix,GT,37.4431757,-122.25317,106.40226664781572,22.255928,0.1,300.13992,1626727959441
Fix,GT,37.4432747,-122.2533887,107.2672634756863,22.25909,0.1,299.06,1626727960441
Fix,GT,37.4433701,-122.2536099,108.13544245195388,22.267227,0.1,297.7654,1626727961441
Fix,GT,37.4434613,-122.2538341,109.02085459423066,22.2738,0.1,296.34528,1626727962441
Fix,GT,37.4435479,-122.2540609,109.91626673173904,22.235378,0.1,294.91925,1626727963441
Fix,GT,37.4436299,-122.2542894,110.7966788802147,22.121384,0.1,293.55548,1626727964441
Fix,GT,37.4437069,-122.2545193,111.65903373053668,22.016665,0.1,292.09332,1626727965441
Fix,GT,37.443779,-122.2547509,112.5188546668291,22.042835,0.1,290.64438,1626727966441
Fix,GT,37.4438463,-122.2549843,113.37661831402778,21.766571,0.1,289.3135,1626727967441
Fix,GT,37.4439088,-122.2552152,114.22485130262372,21.531605,0.1,288.20203,1626727968441
Fix,GT,37.4439674,-122.2554474,115.10185471868516,21.545471,0.1,287.03284,1626727969441
Fix,GT,37.444022,-122.2556806,115.92762181547285,21.467468,0.1,285.70764,1626727970441
Fix,GT,37.4440719,-122.2559144,116.77079065051674,21.373253,0.1,284.2982,1626727971441
Fix,GT,37.444117,-122.2561487,117.60296989440918,21.288033,0.1,282.91074,1626727972441
Fix,GT,37.4441573,-122.2563834,118.40997343423962,21.205292,0.1,281.51715,1626727973441
Fix,GT,37.4441931,-122.2566182,119.16308859866857,21.130735,0.1,280.29004,1626727974441
Fix,GT,37.4442249,-122.2568533,119.874264380455,21.074944,0.1,279.1576,1626727975441
Fix,GT,37.4442532,-122.2570887,120.54878448417784,21.077871,0.1,278.01703,1626727976441
Fix,GT,37.4442773,-122.2573249,121.19719659698008,21.079773,0.1,276.60046,1626727977441
Fix,GT,37.4442966,-122.2575619,121.82707897281648,21.073273,0.1,275.2097,1626727978441
Fix,GT,37.4443112,-122.2577993,122.4260789794922,21.09446,0.1,273.75555,1626727979441
Fix,GT,37.4443212,-122.2580376,122.95466686141492,21.152637,0.1,272.39148,1626727980441
Fix,GT,37.4443269,-122.2582769,123.4684304933548,21.219036,0.1,271.14038,1626727981441
Fix,GT,37.4443283,-122.2585171,123.9539577496052,21.300621,0.1,269.7879,1626727982441
Fix,GT,37.444325,-122.2587585,124.39989712953567,21.45694,0.1,268.31714,1626727983441
Fix,GT,37.444317,-122.2590017,124.77283650827408,21.636877,0.1,267.10364,1626727984441
Fix,GT,37.4443052,-122.2592471,125.08553578144311,21.869919,0.1,265.991,1626727985441
Fix,GT,37.4442896,-122.2594948,125.33730313670634,22.130943,0.1,264.9724,1626727986441
Fix,GT,37.4442706,-122.2597463,125.55865463733672,22.585907,0.1,264.2144,1626727987441
Fix,GT,37.4442503,-122.2600019,125.73759401226044,22.85867,0.1,264.32956,1626727988441
Fix,GT,37.4442302,-122.2602602,125.87729325598478,23.087227,0.1,264.33954,1626727989441
Fix,GT,37.4442097,-122.2605214,125.97006438460946,23.412216,0.1,264.2818,1626727990441
Fix,GT,37.4441885,-122.2607872,126.06994175824522,23.77927,0.1,264.0868,1626727991441
Fix,GT,37.4441668,-122.2610533,126.20159402370452,23.524935,0.1,264.0739,1626727992441
Fix,GT,37.4441451,-122.2613157,126.37442204645276,23.163786,0.1,263.94672,1626727993441
Fix,GT,37.4441235,-122.261574,126.54959025862811,22.790651,0.1,263.8704,1626727994441
Fix,GT,37.4441022,-122.261828,126.69347276246548,22.425655,0.1,264.04553,1626727995441
Fix,GT,37.4440823,-122.2620782,126.82459403705596,22.066765,0.1,264.2968,1626727996441
Fix,GT,37.4440629,-122.2623244,126.95335765743256,21.712084,0.1,264.26978,1626727997441
Fix,GT,37.444044,-122.2625666,127.07588489371535,21.369122,0.1,264.3822,1626727998441
Fix,GT,37.444026,-122.2628052,127.13952723252774,21.04211,0.1,264.60077,1626727999441
Fix,GT,37.4440089,-122.2630402,127.2092363844514,20.720642,0.1,264.72388,1626728000441
Fix,GT,37.4439921,-122.2632715,127.32812128388882,20.391384,0.1,264.67383,1626728001441
Fix,GT,37.443975,-122.2634993,127.4047091576457,20.11147,0.1,264.4074,1626728002441
Fix,GT,37.4439575,-122.2637238,127.47641831958292,19.789177,0.1,264.34583,1626728003441
Fix,GT,37.443941,-122.2639462,127.51923258706928,19.835506,0.1,264.8113,1626728004441
Fix,GT,37.4439267,-122.2641722,127.55558787059783,20.278172,0.1,265.86877,1626728005441
Fix,GT,37.4439164,-122.2644035,127.54576361107826,20.724594,0.1,267.50394,1626728006441
Fix,GT,37.4439116,-122.2646398,127.517587870121,21.09893,0.1,268.93015,1626728007441
Fix,GT,37.4439104,-122.2648786,127.4691112895906,21.161186,0.1,270.0913,1626728008441
Fix,GT,37.4439132,-122.2651198,127.40393934762476,21.554989,0.1,271.19614,1626728009441
Fix,GT,37.4439197,-122.2653657,127.306642300725,21.99424,0.1,272.30865,1626728010441
Fix,GT,37.4439305,-122.2656163,127.18122637495398,22.41393,0.1,273.57816,1626728011441
Fix,GT,37.4439464,-122.2658712,127.02099376672508,22.829361,0.1,275.05524,1626728012441
Fix,GT,37.4439678,-122.2661302,126.80492932462693,23.265842,0.1,276.41324,1626728013441
Fix,GT,37.4439946,-122.2663936,126.5573996451497,23.726055,0.1,277.80106,1626728014441
Fix,GT,37.4440266,-122.2666621,126.25981176567078,24.351536,0.1,278.90216,1626728015441
Fix,GT,37.4440636,-122.2669366,125.9278117580414,24.89671,0.1,280.0642,1626728016441
Fix,GT,37.4441062,-122.2672155,125.5935716033876,25.352837,0.1,281.42706,1626728017441
Fix,GT,37.4441555,-122.2674975,125.2215146689415,25.725346,0.1,283.07672,1626728018441
Fix,GT,37.4442124,-122.2677802,124.86333892416954,25.780827,0.1,284.93182,1626728019441
Fix,GT,37.4442755,-122.2680598,124.50469037735462,25.609602,0.1,286.47546,1626728020441
Fix,GT,37.444344,-122.2683351,124.11575103569032,25.426338,0.1,287.9764,1626728021441
Fix,GT,37.4444179,-122.2686058,123.75198742806911,25.238152,0.1,289.50763,1626728022441
Fix,GT,37.4444967,-122.2688722,123.38833888113498,25.046543,0.1,290.9391,1626728023441
Fix,GT,37.4445804,-122.2691346,123.01033519995212,25.020214,0.1,292.43506,1626728024441
Fix,GT,37.4446698,-122.2693958,122.56969396689534,25.31873,0.1,293.72458,1626728025441
Fix,GT,37.4447643,-122.2696579,122.19422015154362,25.540195,0.1,294.73312,1626728026441
Fix,GT,37.4448636,-122.2699191,121.83663955172896,25.680851,0.1,295.96857,1626728027441
Fix,GT,37.4449686,-122.2701791,121.52563953530787,25.87587,0.1,297.35965,1626728028441
Fix,GT,37.4450791,-122.270438,121.19739588230848,26.084373,0.1,298.77197,1626728029441
Fix,GT,37.4451963,-122.2706947,120.9087536611259,26.239681,0.1,300.64703,1626728030441
Fix,GT,37.4453202,-122.2709483,120.69440221080184,26.382406,0.1,302.08536,1626728031441
Fix,GT,37.4454502,-122.271199,120.56005435276032,26.533745,0.1,303.76767,1626728032441
Fix,GT,37.4455867,-122.2714462,120.4390543498993,26.667566,0.1,305.40417,1626728033441
Fix,GT,37.4457295,-122.2716893,120.42276358675956,26.765356,0.1,307.0673,1626728034441
Fix,GT,37.4458776,-122.2719286,120.47935779458284,26.834686,0.1,308.29974,1626728035441
Fix,GT,37.44603,-122.2721641,120.67265490394831,26.849527,0.1,309.5941,1626728036441
Fix,GT,37.4461864,-122.2723955,120.91071199923756,26.79944,0.1,310.61807,1626728037441
Fix,GT,37.446345,-122.2726234,121.21024913412332,26.734722,0.1,311.12952,1626728038441
Fix,GT,37.4465031,-122.2728507,121.57683338218928,26.666729,0.1,311.0721,1626728039441
Fix,GT,37.4466612,-122.273077,121.94306979769468,26.593557,0.1,311.13916,1626728040441
Fix,GT,37.4468189,-122.2733027,122.3603742055893,26.511806,0.1,311.18405,1626728041441
Fix,GT,37.4469764,-122.2735272,122.84843493029476,26.400455,0.1,311.265,1626728042441
Fix,GT,37.4471327,-122.273751,123.37166770392656,26.268257,0.1,311.0226,1626728043441
Fix,GT,37.4472878,-122.2739742,123.95978912013769,26.131092,0.1,310.95752,1626728044441
Fix,GT,37.4474422,-122.2741961,124.61920498734712,25.993332,0.1,311.0968,1626728045441
Fix,GT,37.4475961,-122.2744164,125.3274984138012,25.850416,0.1,311.1437,1626728046441
