MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis
Fix,GT,37.4395016,-122.2393133,36.38549307888746,20.441065,0.1,219.41743,1626727857999
Fix,GT,37.4393597,-122.2394558,37.57447899341584,20.039335,0.1,218.49733,1626727858999
Fix,GT,37.439218,-122.239593,38.58559984397888,19.692247,0.1,216.72495,1626727859999
Fix,GT,37.4390745,-122.2397222,39.54361835813522,19.539547,0.1,214.81448,1626727860999
Fix,GT,37.4389289,-122.2398446,40.4195437746048,19.358242,0.1,212.98285,1626727861999
Fix,GT,37.4387818,-122.2399606,41.25464610648155,19.270092,0.1,211.45407,1626727862999
Fix,GT,37.4386315,-122.2400719,41.81880903488398,19.509792,0.1,209.82785,1626727863999
Fix,GT,37.4384761,-122.2401784,42.30679966825247,19.769558,0.1,207.62625,1626727864999
Fix,GT,37.4383156,-122.2402783,42.700869518041614,19.988895,0.1,205.37024,1626727865999
Fix,GT,37.4381505,-122.2403719,43.01288812971114,20.24371,0.1,203.5481,1626727866999
Fix,GT,37.4379811,-122.2404609,43.19489276492596,20.495672,0.1,201.89774,1626727867999
Fix,GT,37.4378091,-122.2405452,43.32490672826767,20.473734,0.1,200.64526,1626727868999
Fix,GT,37.4376361,-122.2406256,43.449018659114834,20.509413,0.1,200.17671,1626727869999
Fix,GT,37.4374629,-122.2407077,43.594920678496365,20.595184,0.1,201.0626,1626727870999
Fix,GT,37.4372905,-122.2407947,43.874878652215,20.649416,0.1,202.54893,1626727871999
Fix,GT,37.4371203,-122.2408872,44.30973857545853,20.427387,0.1,204.11069,1626727872999
Fix,GT,37.4369564,-122.2409863,44.8357385020256,19.986,0.1,207.0463,1626727873999
Fix,GT,37.4368011,-122.2410959,45.42463568234443,19.617378,0.1,211.4324,1626727874999
Fix,GT,37.4366588,-122.2412213,46.175649605155,19.00434,0.1,217.98499,1626727875999
Fix,GT,37.4365337,-122.2413617,46.92966820824146,18.339794,0.1,224.3151,1626727876999
Fix,GT,37.4364224,-122.2415099,47.50370084381103,17.712873,0.1,227.9375,1626727877999
Fix,GT,37.4363206,-122.241659,48.14065868794918,17.004854,0.1,230.02962,1626727878999
Fix,GT,37.4362278,-122.2418051,48.85471004831791,16.02072,0.1,232.53067,1626727879999
Fix,GT,37.4361454,-122.241946,49.480747393846514,14.858595,0.1,234.34006,1626727880999
Fix,GT,37.4360765,-122.242077,50.09770989310741,12.852247,0.1,238.15448,1626727881999
Fix,GT,37.4360268,-122.2421914,50.57780342590809,10.073387,0.1,243.49548,1626727882999
Fix,GT,37.435998,-122.2422819,50.90586423569918,7.215508,0.1,250.38663,1626727883999
Fix,GT,37.4359847,-122.2423465,51.12692039376497,4.614084,0.1,256.58057,1626727884999
Fix,GT,37.4359797,-122.242385,51.2609625287056,2.4012764,0.1,260.32916,1626727885999
Fix,GT,37.4359777,-122.2424075,51.30897188937664,1.9843488,0.1,262.38153,1626727886999
Fix,GT,37.4359759,-122.2424362,51.358953137636185,3.6110237,0.1,264.85773,1626727887999
Fix,GT,37.4359752,-122.2424913,51.48694843828678,6.094963,0.1,269.36218,1626727888999
Fix,GT,37.4359801,-122.2425697,51.72789685034752,7.641835,0.1,275.93942,1626727889999
Fix,GT,37.4359947,-122.242659,52.13678427135944,8.526866,0.1,283.38446,1626727890999
Fix,GT,37.4360188,-122.2427572,52.50682174408436,9.684499,0.1,288.0929,1626727891999
Fix,GT,37.4360497,-122.2428653,52.97374193245172,10.654901,0.1,290.32098,1626727892999
Fix,GT,37.436087,-122.2429811,53.52273247683048,11.38945,0.1,292.60162,1626727893999
Fix,GT,37.4361295,-122.2431013,54.13470424139499,11.851316,0.1,294.46548,1626727894999
Fix,GT,37.4361756,-122.2432227,54.82069947052002,11.790308,0.1,295.70746,1626727895999
Fix,GT,37.4362214,-122.2433391,55.49169469726085,11.156979,0.1,296.28992,1626727896999
Fix,GT,37.4362653,-122.2434501,56.12970871424675,10.906169,0.1,296.38037,1626727897999
Fix,GT,37.4363099,-122.2435608,56.73072743773461,11.0910015,0.1,296.81873,1626727898999
Fix,GT,37.4363571,-122.2436744,57.379732072532185,11.672095,0.1,297.90167,1626727899999
Fix,GT,37.4364091,-122.2437924,58.08967088282109,12.083718,0.1,299.3142,1626727900999
Fix,GT,37.436465,-122.2439106,58.82164258217812,12.2822075,0.1,301.21497,1626727901999
Fix,GT,37.4365262,-122.2440281,59.55167071592808,12.572104,0.1,304.20502,1626727902999
Fix,GT,37.4365934,-122.2441444,60.271647106230255,12.872726,0.1,306.6889,1626727903999
Fix,GT,37.4366656,-122.2442602,61.06561406683922,13.161742,0.1,308.74698,1626727904999
Fix,GT,37.436743,-122.2443749,61.871595138311385,13.425719,0.1,310.9972,1626727905999
Fix,GT,37.4368248,-122.2444888,62.724604453563686,13.700607,0.1,312.20602,1626727906999
Fix,GT,37.4369091,-122.2446038,63.579594938397406,13.942226,0.1,312.67975,1626727907999
Fix,GT,37.4369948,-122.2447204,64.38763252556325,14.1756315,0.1,312.3825,1626727908999
Fix,GT,37.4370819,-122.2448404,65.16164656531812,14.561092,0.1,312.0871,1626727909999
Fix,GT,37.4371716,-122.2449642,65.84469832611084,15.033788,0.1,312.3156,1626727910999
Fix,GT,37.4372647,-122.2450914,66.53968881618978,15.5432,0.1,312.62045,1626727911999
Fix,GT,37.4373619,-122.2452229,67.20068873751163,16.195015,0.1,312.79507,1626727912999
Fix,GT,37.4374631,-122.2453597,67.88467922425271,16.855833,0.1,312.83804,1626727913999
Fix,GT,37.4375692,-122.2455008,68.59366971039772,17.462894,0.1,313.4348,1626727914999
Fix,GT,37.4376786,-122.2456437,69.3156460288763,17.547098,0.1,313.99127,1626727915999
Fix,GT,37.4377891,-122.2457854,70.05764121866227,17.526155,0.1,314.47604,1626727916999
Fix,GT,37.4378988,-122.2459272,70.82563168406486,17.457926,0.1,313.47006,1626727917999
Fix,GT,37.4380063,-122.2460735,71.57467882299423,17.814606,0.1,312.07648,1626727918999
Fix,GT,37.4381156,-122.2462247,72.32861732494831,18.41083,0.1,312.2773,1626727919999
Fix,GT,37.4382309,-122.2463798,73.12563612151146,18.986347,0.1,313.4256,1626727920999
Fix,GT,37.4383516,-122.246536,73.93157930707932,19.567917,0.1,314.50635,1626727921999
Fix,GT,37.4384765,-122.2466922,74.76562648177148,19.48863,0.1,315.4374,1626727922999
Fix,GT,37.4386019,-122.2468452,75.52465003395082,19.404036,0.1,315.83163,1626727923999
Fix,GT,37.4387274,-122.2469973,76.28763575434684,19.257923,0.1,315.82608,1626727924999
Fix,GT,37.4388505,-122.2471479,77.0486356625557,19.00868,0.1,315.401,1626727925999
Fix,GT,37.4389722,-122.2472996,77.80565923070907,19.105251,0.1,314.8992,1626727926999
Fix,GT,37.4390945,-122.2474534,78.57263074028491,19.384521,0.1,314.74188,1626727927999
Fix,GT,37.4392189,-122.2476109,79.35963538259267,19.87691,0.1,314.55594,1626727928999
Fix,GT,37.439346,-122.2477723,80.16861634486914,20.213634,0.1,314.52374,1626727929999
Fix,GT,37.4394748,-122.2479362,80.97760677295923,20.517939,0.1,314.4839,1626727930999
Fix,GT,37.4396049,-122.2481017,81.79461615175009,20.583553,0.1,314.576,1626727931999
Fix,GT,37.4397354,-122.2482672,82.61961605519056,20.624445,0.1,314.57977,1626727932999
Fix,GT,37.4398662,-122.2484339,83.43860173487661,20.773241,0.1,314.23962,1626727933999
Fix,GT,37.439997,-122.2486029,84.27658739703894,20.88714,0.1,313.9867,1626727934999
Fix,GT,37.4401279,-122.2487728,85.145582549572,20.926027,0.1,313.87994,1626727935999
Fix,GT,37.4402591,-122.2489441,86.01457769972086,21.120663,0.1,313.60922,1626727936999
Fix,GT,37.4403906,-122.2491171,86.86860132431984,21.174414,0.1,313.50522,1626727937999
Fix,GT,37.4405222,-122.2492901,87.71858223485945,21.138866,0.1,313.6561,1626727938999
Fix,GT,37.4406539,-122.2494625,88.5656058626771,21.122736,0.1,313.7801,1626727939999
Fix,GT,37.4407859,-122.2496346,89.39863426733017,21.152683,0.1,313.79266,1626727940999
Fix,GT,37.440919,-122.2498074,90.2305961627364,21.381638,0.1,313.98172,1626727941999
Fix,GT,37.4410537,-122.2499816,91.0826103180647,21.579903,0.1,314.01187,1626727942999
Fix,GT,37.4411896,-122.2501581,91.93760546690226,21.841633,0.1,313.88904,1626727943999
Fix,GT,37.4413272,-122.2503364,92.8085815896988,22.0745,0.1,313.96454,1626727944999
Fix,GT,37.4414659,-122.2505169,93.75653392624857,22.284298,0.1,313.80368,1626727945999
Fix,GT,37.4416055,-122.2506993,94.76451953226328,22.472244,0.1,313.7771,1626727946999
Fix,GT,37.4417462,-122.2508834,95.7985194118619,22.657637,0.1,313.71487,1626727947999
Fix,GT,37.441888,-122.2510689,96.84150501298905,22.81325,0.1,313.83264,1626727948999
Fix,GT,37.44203,-122.2512552,97.89653344726564,22.77302,0.1,313.5456,1626727949999
Fix,GT,37.4421699,-122.2514427,98.87652856850625,22.680773,0.1,312.52005,1626727950999
Fix,GT,37.4423058,-122.2516336,99.81859512919188,22.622095,0.1,311.0421,1626727951999
Fix,GT,37.4424374,-122.2518288,100.71554738408324,22.592884,0.1,309.55402,1626727952999
Fix,GT,37.442565,-122.2520274,101.62858539021016,22.538975,0.1,308.23737,1626727953999
Fix,GT,37.4426878,-122.2522297,102.51357575285436,22.468355,0.1,306.52744,1626727954999
Fix,GT,37.4428059,-122.2524356,103.4005613427162,22.415546,0.1,304.94504,1626727955999
Fix,GT,37.4429194,-122.2526448,104.25758507388832,22.36803,0.1,303.52786,1626727956999
Fix,GT,37.4430283,-122.2528572,105.14757065880298,22.320877,0.1,302.10825,1626727957999
Fix,GT,37.443133,-122.2530724,106.01759917640686,22.273277,0.1,300.69574,1626727958999
Fix,GT,37.4432335,-122.25329,106.88959429830312,22.260418,0.1,299.55106,1626727959999
Fix,GT,37.4433306,-122.2535102,107.7515751003623,22.262754,0.1,298.36444,1626727960999
Fix,GT,37.4434238,-122.253733,108.63157021892071,22.267382,0.1,296.98636,1626727961999
Fix,GT,37.4435125,-122.2539588,109.51956533509492,22.264,0.1,295.54944,1626727962999
Fix,GT,37.4435966,-122.2541868,110.4025795493126,22.169271,0.1,294.1898,1626727963999
Fix,GT,37.4436759,-122.2544162,111.27657944440844,22.063997,0.1,292.72037,1626727964999
Fix,GT,37.44375,-122.2546469,112.13658889997004,21.987753,0.1,291.2476,1626727965999
Fix,GT,37.4438196,-122.25488,112.99857922410963,21.978083,0.1,289.8374,1626727966999
Fix,GT,37.4438841,-122.2551121,113.84260303288698,21.551397,0.1,288.69647,1626727967999
Fix,GT,37.4439444,-122.2553435,114.7085790090561,21.559868,0.1,287.57098,1626727968999
Fix,GT,37.4440009,-122.2555765,115.54661718559264,21.511286,0.1,286.31323,1626727969999
Fix,GT,37.4440529,-122.2558101,116.40060273110866,21.418358,0.1,284.91486,1626727970999
Fix,GT,37.4441,-122.2560442,117.24359305197,21.320566,0.1,283.50876,1626727971999
Fix,GT,37.4441425,-122.2562788,118.05060731709004,21.237406,0.1,282.11597,1626727972999
Fix,GT,37.4441803,-122.2565137,118.84165032505987,21.16331,0.1,280.83148,1626727973999
Fix,GT,37.4442138,-122.2567487,119.56665502929688,21.096123,0.1,279.6392,1626727974999
Fix,GT,37.4442437,-122.256984,120.25066932082176,21.067362,0.1,278.54202,1626727975999
Fix,GT,37.4442697,-122.2572199,120.91469319915772,21.08801,0.1,277.2635,1626727976999
Fix,GT,37.4442911,-122.2574566,121.54969791781902,21.071043,0.1,275.81354,1626727977999
Fix,GT,37.4443078,-122.2576938,122.16770743501186,21.075052,0.1,274.3556,1626727978999
Fix,GT,37.4443199,-122.2579318,122.72273613977433,21.128149,0.1,272.9844,1626727979999
Fix,GT,37.4443273,-122.2581708,123.24176006746292,21.188091,0.1,271.65915,1626727980999
Fix,GT,37.4443308,-122.2584106,123.73978400707244,21.259872,0.1,270.40436,1626727981999
Fix,GT,37.4443296,-122.2586515,124.20778395074606,21.383339,0.1,268.98376,1626727982999
Fix,GT,37.4443237,-122.258894,124.61082231318952,21.552013,0.1,267.5923,1626727983999
Fix,GT,37.4443135,-122.2591384,124.95986549925804,21.76023,0.1,266.445,1626727984999
Fix,GT,37.4442995,-122.2593851,125.23288468503952,22.013617,0.1,265.41473,1626727985999
Fix,GT,37.4442819,-122.2596347,125.4678894596696,22.364077,0.1,264.48706,1626727986999
Fix,GT,37.4442618,-122.2598887,125.66790866142512,22.7537,0.1,264.25232,1626727987999
Fix,GT,37.4442416,-122.2601459,125.82094710665942,22.981611,0.1,264.3625,1626727988999
Fix,GT,37.4442214,-122.2604057,125.93994228315354,23.228827,0.1,264.30365,1626727989999
Fix,GT,37.4442005,-122.2606694,126.02294226813316,23.689707,0.1,264.14688,1626727990999
Fix,GT,37.4441789,-122.2609363,126.14192781639098,23.660288,0.1,264.11255,1626727991999
Fix,GT,37.4441573,-122.2612005,126.29789891791344,23.330315,0.1,263.99008,1626727992999
Fix,GT,37.4441355,-122.2614606,126.47491814935206,22.955406,0.1,263.89825,1626727993999
Fix,GT,37.4441139,-122.2617164,126.64990849721433,22.58183,0.1,263.89066,1626727994999
Fix,GT,37.4440935,-122.2619684,126.75593737733364,22.22682,0.1,264.22348,1626727995999
Fix,GT,37.444074,-122.2622163,126.90494699782133,21.868328,0.1,264.27502,1626727996999
Fix,GT,37.4440548,-122.2624602,127.02793734556435,21.518839,0.1,264.2877,1626727997999
Fix,GT,37.4440363,-122.2627004,127.12396625381707,21.182737,0.1,264.53198,1626727998999
Fix,GT,37.4440189,-122.2629369,127.17696624547244,20.864294,0.1,264.70444,1626727999999
Fix,GT,37.4440021,-122.2631699,127.27593247258665,20.537304,0.1,264.7101,1626728000999
Fix,GT,37.4439852,-122.2633992,127.37295175421238,20.220675,0.1,264.53577,1626728001999
Fix,GT,37.4439677,-122.2636252,127.43399034833908,19.970112,0.1,264.30716,1626728002999
Fix,GT,37.4439507,-122.263848,127.50497586488724,19.743174,0.1,264.55765,1626728003999
Fix,GT,37.4439352,-122.2640718,127.54398551499844,20.097527,0.1,265.27325,1626728004999
Fix,GT,37.4439228,-122.2643007,127.5470193181038,20.522161,0.1,266.69962,1626728005999
Fix,GT,37.4439156,-122.2645348,127.51901449233294,20.944857,0.1,268.53723,1626728006999
Fix,GT,37.443913,-122.2647729,127.50400483202934,21.110695,0.1,269.53485,1626728007999
Fix,GT,37.443914,-122.2650124,127.43602899968626,21.368647,0.1,270.73175,1626728008999
Fix,GT,37.4439189,-122.2652562,127.3590435102582,21.797522,0.1,271.82428,1626728009999
Fix,GT,37.4439277,-122.2655047,127.24005802941322,22.233252,0.1,272.9743,1626728010999
Fix,GT,37.4439413,-122.2657576,127.09806771767138,22.644283,0.1,274.40643,1626728011999
Fix,GT,37.4439602,-122.2660147,126.9020774116516,23.066212,0.1,275.8228,1626728012999
Fix,GT,37.4439845,-122.2662761,126.67912582492828,23.52372,0.1,277.18344,1626728013999
Fix,GT,37.4440143,-122.2665421,126.383140381217,24.058327,0.1,278.45203,1626728014999
Fix,GT,37.4440491,-122.2668139,126.07816946732996,24.66469,0.1,279.51364,1626728015999
Fix,GT,37.4440891,-122.267091,125.73215982478855,25.158794,0.1,280.78302,1626728016999
Fix,GT,37.4441353,-122.2673718,125.3851792460084,25.572763,0.1,282.33603,1626728017999
Fix,GT,37.4441888,-122.2676546,125.02215506172182,25.82446,0.1,284.14523,1626728018999
Fix,GT,37.4442493,-122.2679357,124.66715510177612,25.696268,0.1,285.78735,1626728019999
Fix,GT,37.4443155,-122.2682128,124.28220847183464,25.506325,0.1,287.3061,1626728020999
Fix,GT,37.444387,-122.2684856,123.91717942905429,25.32003,0.1,288.83438,1626728021999
Fix,GT,37.4444637,-122.2687539,123.5431891744137,25.129436,0.1,290.3006,1626728022999
Fix,GT,37.4445451,-122.2690177,123.17618437361718,24.981985,0.1,291.77136,1626728023999
Fix,GT,37.4446318,-122.269279,122.74426692211628,25.171598,0.1,293.19733,1626728024999
Fix,GT,37.4447242,-122.2695406,122.34318932086232,25.468973,0.1,294.22836,1626728025999
Fix,GT,37.4448214,-122.2698023,122.01419422769546,25.609919,0.1,295.47705,1626728026999
Fix,GT,37.4449237,-122.2700628,121.65819427537916,25.790823,0.1,296.77902,1626728027999
Fix,GT,37.4450316,-122.2703221,121.34419918358326,25.991325,0.1,298.1084,1626728028999
Fix,GT,37.4451457,-122.27058,121.02513606452942,26.188889,0.1,299.73587,1626728029999
Fix,GT,37.4452669,-122.2708348,120.780102073431,26.314867,0.1,301.47928,1626728030999
Fix,GT,37.445394,-122.2710868,120.61207779026032,26.466173,0.1,303.0056,1626728031999
Fix,GT,37.4455275,-122.2713355,120.49505835843088,26.609491,0.1,304.68472,1626728032999
Fix,GT,37.4456676,-122.2715804,120.41897567802668,26.727598,0.1,306.3596,1626728033999
Fix,GT,37.4458135,-122.2718213,120.43696107530592,26.809267,0.1,307.79663,1626728034999
Fix,GT,37.445964,-122.2720584,120.57186859375238,26.849737,0.1,309.0389,1626728035999
Fix,GT,37.4461188,-122.2722916,120.7928782977462,26.834988,0.1,310.2305,1626728036999
Fix,GT,37.4462764,-122.2725208,121.05786852777004,26.760443,0.1,311.1319,1626728037999
Fix,GT,37.4464351,-122.2727481,121.40882466077804,26.697828,0.1,311.00168,1626728038999
Fix,GT,37.4465931,-122.2729749,121.77982461357118,26.626774,0.1,311.08063,1626728039999
Fix,GT,37.446751,-122.2732009,122.15479045683144,26.54891,0.1,311.15897,1626728040999
Fix,GT,37.4469087,-122.2734258,122.61675627958776,26.453878,0.1,311.243,1626728041999
Fix,GT,37.4470656,-122.2736499,123.13277084678413,26.327393,0.1,311.1105,1626728042999
Fix,GT,37.4472212,-122.2738736,123.68971226572992,26.191704,0.1,310.91742,1626728043999
Fix,GT,37.4473758,-122.274096,124.31867804515362,26.04875,0.1,311.04236,1626728044999
Fix,GT,37.44753,-122.274317,125.008648686409,25.914003,0.1,311.12186,1626728045999
Fix,GT,37.4476835,-122.2745366,125.73463394999504,25.77622,0.1,311.16293,1626728046999
Fix,GT,37.4478363,-122.2747551,126.44763385611772,25.65139,0.1,311.18024,1626728047999
Fix,GT,37.4479884,-122.2749724,127.18062888360024,25.503853,0.1,311.18063,1626728048999
Fix,GT,37.4481397,-122.2751882,127.91764832162858,25.435434,0.1,311.30142,1626728049999
